record_ID,units_sold
215477,16.0
215479,18.0
215481,16.0
215483,22.0
215487,112.0
215488,77.0
215489,45.0
215490,56.0
215491,61.0
215492,68.0
215496,62.0
215497,41.0
215498,59.0
215499,20.0
215500,9.0
215501,53.0
215502,50.0
215504,7.0
215505,10.0
215506,22.0
215509,60.0
215510,24.0
215513,37.0
215514,46.0
215517,49.0
215518,30.0
215519,48.0
215521,37.0
215522,29.0
215523,98.0
215526,13.0
215529,145.0
215530,78.0
215531,36.0
215533,52.0
215534,69.0
215535,84.0
215538,88.0
215539,47.0
215540,76.0
215541,26.0
215543,46.0
215544,41.0
215545,212.0
215547,8.0
215548,25.0
215550,19.0
215551,16.0
215556,33.0
215557,16.0
215560,19.0
215561,67.0
215562,18.0
215563,39.0
215564,8.0
215566,16.0
215568,196.0
215570,15.0
215573,28.0
215574,26.0
215577,15.0
215578,17.0
215580,55.0
215581,23.0
215582,40.0
215583,20.0
215584,17.0
215585,38.0
215586,38.0
215587,106.0
215589,10.0
215590,17.0
215591,8.0
215592,15.0
215593,13.0
215597,25.0
215598,51.0
215599,26.0
215600,45.0
215601,47.0
215602,40.0
215603,39.0
215604,31.0
215605,26.0
215608,27.0
215609,34.0
215610,135.0
215613,150.0
215614,76.0
215615,47.0
215616,26.0
215617,15.0
215618,86.0
215619,137.0
215620,136.0
215622,33.0
215623,18.0
215624,179.0
215625,98.0
215626,150.0
215627,29.0
215628,17.0
215631,93.0
215632,83.0
215633,180.0
215635,24.0
215636,38.0
215637,7.0
215638,28.0
215639,21.0
215641,52.0
215642,36.0
215643,17.0
215645,47.0
215646,57.0
215647,50.0
215648,57.0
215651,39.0
215652,51.0
215653,53.0
215654,66.0
215655,34.0
215656,267.0
215658,20.0
215659,13.0
215660,83.0
215661,67.0
215662,29.0
215663,46.0
215664,53.0
215665,59.0
215669,47.0
215670,64.0
215671,59.0
215672,75.0
215673,61.0
215677,16.0
215678,4.0
215680,194.0
215681,122.0
215682,89.0
215685,119.0
215686,153.0
215687,130.0
215688,19.0
215691,152.0
215692,94.0
215693,127.0
215694,27.0
215698,95.0
215699,108.0
215700,596.0
215702,19.0
215703,42.0
215704,24.0
215707,68.0
215708,57.0
215709,16.0
215710,25.0
215711,42.0
215712,56.0
215713,41.0
215714,32.0
215715,40.0
215716,107.0
215717,33.0
215718,48.0
215719,30.0
215720,26.0
215722,51.0
215723,79.0
215724,315.0
215726,18.0
215727,48.0
215728,7.0
215730,15.0
215734,43.0
215735,21.0
215736,28.0
215737,33.0
215738,58.0
215739,33.0
215740,22.0
215741,5.0
215742,43.0
215743,66.0
215744,191.0
215747,20.0
215749,53.0
215750,60.0
215752,23.0
215753,41.0
215754,27.0
215756,52.0
215758,42.0
215759,27.0
215760,24.0
215762,21.0
215763,23.0
215764,138.0
215767,41.0
215768,38.0
215769,6.0
215770,30.0
215771,56.0
215772,61.0
215773,33.0
215774,44.0
215775,41.0
215776,73.0
215777,28.0
215778,39.0
215779,20.0
215780,16.0
215781,39.0
215782,35.0
215783,191.0
215785,17.0
215786,24.0
215788,146.0
215789,95.0
215790,32.0
215791,57.0
215792,71.0
215793,85.0
215795,21.0
215796,78.0
215797,37.0
215798,75.0
215799,18.0
215800,12.0
215801,69.0
215802,50.0
215805,13.0
215806,27.0
215812,59.0
215813,44.0
215814,14.0
215815,64.0
215816,63.0
215817,88.0
215821,64.0
215822,42.0
215823,73.0
215824,66.0
215825,38.0
215828,12.0
215829,5.0
215830,32.0
215831,27.0
215832,9.0
215833,53.0
215834,68.0
215835,28.0
215839,86.0
215840,54.0
215841,94.0
215842,53.0
215843,127.0
215844,194.0
215846,24.0
215847,22.0
215850,29.0
215852,15.0
215853,31.0
215854,27.0
215855,11.0
215858,63.0
215859,20.0
215860,50.0
215861,18.0
215862,18.0
215863,34.0
215864,43.0
215865,127.0
215866,10.0
215867,16.0
215868,22.0
215870,10.0
215872,134.0
215873,84.0
215874,52.0
215877,66.0
215878,74.0
215879,89.0
215882,93.0
215883,56.0
215884,99.0
215885,18.0
215886,10.0
215888,76.0
215889,65.0
215890,286.0
215892,14.0
215893,27.0
215895,11.0
215898,13.0
215899,31.0
215900,15.0
215902,22.0
215903,41.0
215904,30.0
215908,72.0
215909,26.0
215910,47.0
215911,22.0
215912,19.0
215913,35.0
215914,55.0
215915,139.0
215918,20.0
215919,13.0
215920,15.0
215921,16.0
215922,15.0
215923,32.0
215924,34.0
215925,17.0
215929,18.0
215930,45.0
215933,13.0
215934,110.0
215937,175.0
215938,88.0
215939,48.0
215942,81.0
215943,106.0
215944,118.0
215947,24.0
215948,117.0
215949,76.0
215950,104.0
215951,20.0
215952,11.0
215953,84.0
215954,59.0
215955,233.0
215957,10.0
215958,23.0
215959,21.0
215962,99.0
215963,102.0
215964,30.0
215965,5.0
215967,27.0
215968,60.0
215969,37.0
215970,18.0
215971,26.0
215972,17.0
215973,67.0
215974,35.0
215975,43.0
215976,19.0
215977,15.0
215978,43.0
215979,55.0
215980,167.0
215981,17.0
215982,17.0
215983,23.0
215985,7.0
215986,16.0
215987,37.0
215988,36.0
215989,33.0
215992,31.0
215993,31.0
215994,11.0
215995,13.0
215997,67.0
215998,29.0
215999,34.0
216000,13.0
216001,10.0
216003,31.0
216004,53.0
216005,126.0
216007,18.0
216008,21.0
216010,5.0
216011,5.0
216012,14.0
216013,239.0
216014,176.0
216015,73.0
216016,17.0
216018,110.0
216019,167.0
216020,213.0
216024,236.0
216025,104.0
216026,180.0
216027,32.0
216028,21.0
216030,122.0
216031,92.0
216032,310.0
216033,11.0
216034,21.0
216035,52.0
216036,72.0
216037,43.0
216039,11.0
216040,95.0
216041,84.0
216042,63.0
216043,69.0
216044,68.0
216047,20.0
216048,51.0
216049,33.0
216050,58.0
216051,15.0
216052,8.0
216053,53.0
216054,29.0
216057,9.0
216058,16.0
216062,191.0
216063,104.0
216064,65.0
216065,13.0
216067,100.0
216068,135.0
216069,128.0
216071,157.0
216072,144.0
216073,129.0
216074,24.0
216075,11.0
216077,90.0
216078,69.0
216080,11.0
216081,16.0
216082,26.0
216084,33.0
216087,38.0
216091,20.0
216092,32.0
216093,33.0
216094,12.0
216095,15.0
216096,22.0
216097,55.0
216098,25.0
216099,38.0
216100,17.0
216101,11.0
216103,41.0
216104,44.0
216105,121.0
216106,14.0
216107,18.0
216108,22.0
216109,33.0
216110,32.0
216112,9.0
216113,25.0
216114,27.0
216115,9.0
216118,44.0
216119,17.0
216120,38.0
216121,12.0
216124,32.0
216125,108.0
216128,14.0
216131,44.0
216132,30.0
216135,21.0
216136,51.0
216137,51.0
216138,9.0
216141,100.0
216142,43.0
216143,71.0
216144,25.0
216145,26.0
216147,43.0
216148,62.0
216149,137.0
216150,17.0
216151,21.0
216152,25.0
216154,17.0
216155,32.0
216156,36.0
216159,16.0
216160,38.0
216161,21.0
216163,14.0
216164,31.0
216165,18.0
216166,14.0
216167,17.0
216168,27.0
216171,13.0
216176,8.0
216177,16.0
216178,30.0
216179,15.0
216180,8.0
216182,33.0
216183,13.0
216184,17.0
216186,15.0
216187,13.0
216190,8.0
216191,118.0
216192,71.0
216193,38.0
216195,70.0
216196,82.0
216197,85.0
216200,65.0
216201,45.0
216202,70.0
216203,10.0
216205,66.0
216206,36.0
216207,173.0
216208,9.0
216209,14.0
216210,25.0
216211,10.0
216213,74.0
216214,68.0
216215,10.0
216217,34.0
216218,45.0
216219,28.0
216223,41.0
216224,58.0
216225,46.0
216226,33.0
216227,50.0
216228,255.0
216229,7.0
216231,16.0
216232,33.0
216233,29.0
216236,18.0
216237,20.0
216241,69.0
216242,28.0
216243,58.0
216244,17.0
216245,15.0
216246,34.0
216247,47.0
216248,128.0
216250,12.0
216251,13.0
216254,60.0
216255,62.0
216256,29.0
216258,29.0
216259,51.0
216260,43.0
216261,15.0
216262,20.0
216263,21.0
216264,96.0
216265,32.0
216266,59.0
216267,22.0
216268,20.0
216270,50.0
216271,56.0
216272,223.0
216273,15.0
216274,13.0
216275,39.0
216276,45.0
216278,21.0
216279,16.0
216282,19.0
216283,20.0
216287,26.0
216288,13.0
216289,11.0
216292,17.0
216293,65.0
216296,11.0
216297,153.0
216298,105.0
216299,79.0
216301,67.0
216302,75.0
216303,90.0
216307,105.0
216308,52.0
216309,86.0
216310,20.0
216311,17.0
216312,61.0
216313,114.0
216314,175.0
216315,5.0
216316,7.0
216317,22.0
216319,19.0
216324,133.0
216325,90.0
216326,50.0
216329,71.0
216330,91.0
216331,101.0
216332,22.0
216335,63.0
216336,53.0
216337,69.0
216340,64.0
216341,35.0
216342,325.0
216344,10.0
216345,16.0
216346,32.0
216348,75.0
216349,63.0
216350,35.0
216352,24.0
216353,44.0
216354,54.0
216355,14.0
216356,15.0
216357,18.0
216358,81.0
216359,29.0
216360,53.0
216361,23.0
216362,23.0
216363,39.0
216364,61.0
216365,148.0
216366,16.0
216367,22.0
216368,35.0
216369,37.0
216370,9.0
216372,19.0
216373,30.0
216374,28.0
216376,15.0
216377,28.0
216378,32.0
216379,22.0
216381,19.0
216382,50.0
216383,22.0
216384,23.0
216385,24.0
216386,32.0
216387,118.0
216389,15.0
216390,14.0
216391,6.0
216399,30.0
216403,76.0
216404,44.0
216405,27.0
216407,33.0
216408,42.0
216409,55.0
216411,55.0
216412,27.0
216413,56.0
216414,14.0
216416,40.0
216417,31.0
216418,109.0
216421,13.0
216423,8.0
216424,49.0
216425,31.0
216426,12.0
216427,27.0
216428,29.0
216429,9.0
216430,62.0
216431,30.0
216432,39.0
216433,18.0
216434,15.0
216435,35.0
216436,35.0
216437,93.0
216438,18.0
216439,17.0
216440,23.0
216443,20.0
216444,35.0
216445,188.0
216446,152.0
216447,92.0
216450,82.0
216451,116.0
216452,106.0
216455,25.0
216456,144.0
216457,69.0
216458,127.0
216459,28.0
216463,69.0
216464,64.0
216465,320.0
216467,10.0
216468,26.0
216470,22.0
216471,9.0
216473,12.0
216475,13.0
216476,29.0
216478,8.0
216480,55.0
216481,28.0
216482,17.0
216483,19.0
216484,70.0
216485,174.0
216491,86.0
216492,75.0
216493,46.0
216495,58.0
216496,53.0
216497,79.0
216501,58.0
216502,35.0
216503,55.0
216506,37.0
216507,41.0
216509,7.0
216511,19.0
216512,10.0
216514,121.0
216515,75.0
216516,33.0
216517,57.0
216518,71.0
216519,77.0
216521,76.0
216522,35.0
216523,73.0
216524,22.0
216525,18.0
216526,67.0
216527,43.0
216528,207.0
216530,7.0
216531,23.0
216532,34.0
216533,20.0
216536,14.0
216541,29.0
216544,10.0
216545,44.0
216546,165.0
216549,11.0
216551,45.0
216552,24.0
216554,6.0
216555,32.0
216556,62.0
216557,36.0
216558,14.0
216559,13.0
216561,100.0
216562,42.0
216563,76.0
216564,24.0
216565,20.0
216568,42.0
216569,39.0
216570,125.0
216572,20.0
216573,23.0
216577,25.0
216579,11.0
216580,20.0
216581,49.0
216582,31.0
216584,19.0
216585,17.0
216586,37.0
216587,25.0
216588,23.0
216590,9.0
216591,28.0
216592,27.0
216593,144.0
216596,183.0
216597,108.0
216598,29.0
216601,71.0
216602,89.0
216603,113.0
216606,20.0
216607,94.0
216608,43.0
216609,101.0
216610,13.0
216611,5.0
216612,61.0
216613,49.0
216614,305.0
216616,16.0
216617,18.0
216619,8.0
216622,213.0
216623,37.0
216624,7.0
216627,13.0
216628,49.0
216629,27.0
216630,10.0
216631,12.0
216632,10.0
216633,59.0
216634,24.0
216635,31.0
216636,10.0
216637,9.0
216639,51.0
216640,88.0
216641,13.0
216642,14.0
216643,20.0
216645,79.0
216646,76.0
216647,17.0
216648,19.0
216649,30.0
216650,39.0
216651,15.0
216652,15.0
216653,19.0
216654,60.0
216655,23.0
216656,36.0
216657,14.0
216658,13.0
216659,38.0
216660,48.0
216661,120.0
216663,13.0
216664,20.0
216666,9.0
216667,30.0
216668,27.0
216670,27.0
216671,58.0
216672,27.0
216675,50.0
216676,21.0
216677,31.0
216680,25.0
216681,23.0
216685,8.0
216686,8.0
216687,10.0
216688,15.0
216689,71.0
216690,57.0
216691,24.0
216692,20.0
216693,35.0
216694,28.0
216695,10.0
216696,9.0
216697,9.0
216698,44.0
216699,15.0
216700,31.0
216702,13.0
216703,29.0
216704,27.0
216705,130.0
216708,11.0
216709,7.0
216711,14.0
216712,71.0
216713,50.0
216714,30.0
216716,31.0
216717,40.0
216718,48.0
216721,22.0
216722,41.0
216723,28.0
216724,44.0
216725,38.0
216726,14.0
216731,61.0
216732,37.0
216733,33.0
216734,46.0
216735,44.0
216738,34.0
216739,28.0
216740,52.0
216743,33.0
216744,15.0
216748,12.0
216749,65.0
216750,38.0
216751,16.0
216753,34.0
216754,51.0
216755,43.0
216756,70.0
216757,44.0
216758,70.0
216761,35.0
216762,49.0
216763,201.0
216765,9.0
216766,12.0
216767,5.0
216768,26.0
216771,22.0
216772,19.0
216773,15.0
216774,26.0
216779,31.0
216780,22.0
216782,16.0
216783,34.0
216784,96.0
216787,36.0
216788,31.0
216789,7.0
216791,15.0
216793,44.0
216794,16.0
216795,27.0
216796,14.0
216797,13.0
216798,25.0
216799,27.0
216800,80.0
216803,12.0
216805,15.0
216807,44.0
216808,40.0
216809,24.0
216810,9.0
216812,20.0
216813,27.0
216814,35.0
216815,13.0
216817,17.0
216818,60.0
216819,25.0
216820,32.0
216822,8.0
216823,28.0
216824,42.0
216825,108.0
216827,16.0
216828,16.0
216831,25.0
216836,34.0
216837,18.0
216838,12.0
216839,19.0
216840,16.0
216841,39.0
216842,18.0
216843,25.0
216844,17.0
216845,25.0
216849,10.0
216850,27.0
216851,29.0
216852,14.0
216853,13.0
216854,28.0
216855,15.0
216856,8.0
216857,23.0
216858,58.0
216859,21.0
216860,27.0
216861,14.0
216864,50.0
216865,133.0
216868,16.0
216870,54.0
216871,43.0
216874,22.0
216875,29.0
216876,31.0
216877,13.0
216878,14.0
216879,12.0
216880,52.0
216881,28.0
216882,40.0
216883,22.0
216884,15.0
216885,43.0
216886,31.0
216887,131.0
216889,9.0
216890,15.0
216891,16.0
216892,157.0
216893,131.0
216894,39.0
216896,69.0
216897,89.0
216898,101.0
216901,24.0
216902,82.0
216903,71.0
216904,79.0
216905,74.0
216906,50.0
216910,20.0
216914,40.0
216915,27.0
216916,13.0
216918,15.0
216919,30.0
216920,23.0
216923,44.0
216924,21.0
216925,36.0
216926,20.0
216927,17.0
216928,33.0
216929,24.0
216933,13.0
216935,32.0
216936,22.0
216938,5.0
216939,36.0
216940,66.0
216941,25.0
216944,58.0
216945,32.0
216946,30.0
216948,22.0
216949,69.0
216950,336.0
216953,15.0
216956,53.0
216957,55.0
216958,22.0
216960,30.0
216961,52.0
216962,42.0
216963,21.0
216964,20.0
216965,22.0
216966,52.0
216967,35.0
216968,39.0
216969,14.0
216971,36.0
216972,25.0
216973,151.0
216974,12.0
216975,18.0
216976,19.0
216978,57.0
216979,41.0
216982,26.0
216983,39.0
216984,39.0
216986,40.0
216987,29.0
216988,43.0
216991,40.0
216995,11.0
216998,77.0
216999,73.0
217000,16.0
217002,48.0
217003,58.0
217004,56.0
217008,57.0
217009,47.0
217010,57.0
217011,60.0
217012,46.0
217013,265.0
217016,13.0
217018,202.0
217019,113.0
217020,65.0
217023,67.0
217024,80.0
217025,113.0
217027,119.0
217028,63.0
217029,96.0
217030,28.0
217031,24.0
217033,80.0
217034,61.0
217035,287.0
217036,11.0
217037,15.0
217038,42.0
217039,65.0
217040,23.0
217043,213.0
217044,151.0
217045,59.0
217046,11.0
217048,83.0
217049,111.0
217050,125.0
217054,114.0
217055,65.0
217056,95.0
217057,15.0
217058,12.0
217060,77.0
217061,58.0
217062,242.0
217063,7.0
217064,17.0
217065,24.0
217067,15.0
217071,24.0
217072,23.0
217073,13.0
217074,8.0
217075,16.0
217076,41.0
217077,26.0
217080,67.0
217081,28.0
217082,23.0
217083,6.0
217084,29.0
217086,234.0
217089,15.0
217091,36.0
217092,27.0
217094,15.0
217095,29.0
217096,17.0
217099,39.0
217100,20.0
217101,13.0
217104,19.0
217105,46.0
217106,127.0
217108,9.0
217109,13.0
217110,10.0
217113,15.0
217115,16.0
217117,15.0
217119,17.0
217123,111.0
217124,75.0
217125,46.0
217126,57.0
217127,61.0
217128,65.0
217132,61.0
217133,41.0
217134,58.0
217135,19.0
217136,9.0
217137,49.0
217138,50.0
217140,7.0
217141,10.0
217142,19.0
217145,62.0
217146,26.0
217149,35.0
217150,42.0
217153,48.0
217154,29.0
217155,53.0
217158,41.0
217159,19.0
217160,68.0
217163,13.0
217166,151.0
217167,80.0
217168,38.0
217170,54.0
217171,70.0
217172,83.0
217175,83.0
217176,44.0
217177,77.0
217178,26.0
217180,43.0
217181,41.0
217182,142.0
217184,7.0
217185,23.0
217187,18.0
217188,27.0
217193,27.0
217194,16.0
217196,11.0
217197,53.0
217198,19.0
217199,50.0
217200,8.0
217202,13.0
217204,153.0
217206,12.0
217209,30.0
217210,32.0
217213,11.0
217214,15.0
217216,51.0
217217,20.0
217218,36.0
217219,20.0
217220,16.0
217221,38.0
217222,35.0
217223,102.0
217225,7.0
217226,13.0
217228,8.0
217229,22.0
217230,12.0
217233,24.0
217234,43.0
217235,21.0
217236,10.0
217237,12.0
217238,11.0
217239,39.0
217240,30.0
217241,21.0
217244,23.0
217245,31.0
217246,140.0
217249,152.0
217250,76.0
217251,46.0
217252,24.0
217253,14.0
217254,85.0
217255,142.0
217256,137.0
217258,14.0
217259,18.0
217260,177.0
217261,99.0
217262,150.0
217263,28.0
217264,17.0
217267,87.0
217268,74.0
217269,151.0
217271,22.0
217272,34.0
217273,48.0
217274,28.0
217275,21.0
217277,54.0
217278,37.0
217279,18.0
217281,47.0
217282,56.0
217283,48.0
217284,19.0
217287,39.0
217288,50.0
217289,57.0
217290,59.0
217291,28.0
217292,171.0
217294,16.0
217295,13.0
217296,86.0
217297,64.0
217298,28.0
217299,45.0
217300,50.0
217301,53.0
217305,47.0
217306,60.0
217307,57.0
217308,69.0
217309,59.0
217313,14.0
217314,4.0
217316,198.0
217317,123.0
217318,91.0
217321,121.0
217322,154.0
217323,156.0
217324,15.0
217327,164.0
217328,93.0
217329,131.0
217330,26.0
217334,92.0
217335,105.0
217336,602.0
217338,17.0
217339,39.0
217340,22.0
217343,77.0
217344,68.0
217345,21.0
217346,26.0
217347,40.0
217348,56.0
217349,26.0
217350,21.0
217351,19.0
217352,109.0
217353,33.0
217354,47.0
217355,30.0
217356,26.0
217358,51.0
217359,79.0
217360,188.0
217362,15.0
217363,31.0
217364,48.0
217366,16.0
217370,33.0
217371,20.0
217372,17.0
217373,15.0
217374,55.0
217375,33.0
217376,22.0
217377,5.0
217378,40.0
217379,62.0
217380,228.0
217383,15.0
217385,72.0
217386,75.0
217388,21.0
217389,39.0
217390,23.0
217392,17.0
217394,34.0
217395,24.0
217396,19.0
217398,19.0
217399,24.0
217400,168.0
217403,57.0
217404,54.0
217405,10.0
217407,29.0
217408,42.0
217409,57.0
217410,15.0
217411,19.0
217412,21.0
217413,68.0
217414,26.0
217415,35.0
217416,18.0
217417,14.0
217418,38.0
217419,33.0
217420,180.0
217422,14.0
217423,16.0
217425,148.0
217426,98.0
217427,26.0
217428,55.0
217429,70.0
217430,87.0
217432,20.0
217433,74.0
217434,37.0
217435,71.0
217436,17.0
217437,10.0
217438,59.0
217439,44.0
217442,10.0
217443,25.0
217449,59.0
217450,45.0
217451,14.0
217452,67.0
217453,62.0
217454,83.0
217458,64.0
217459,40.0
217460,69.0
217461,60.0
217462,34.0
217465,10.0
217466,5.0
217467,33.0
217468,27.0
217469,9.0
217470,50.0
217471,65.0
217472,27.0
217476,78.0
217477,53.0
217478,76.0
217479,39.0
217480,120.0
217481,193.0
217483,20.0
217484,19.0
217487,36.0
217489,11.0
217490,28.0
217491,26.0
217492,5.0
217495,60.0
217496,20.0
217497,40.0
217498,19.0
217499,19.0
217500,34.0
217501,41.0
217502,106.0
217503,8.0
217504,13.0
217505,19.0
217507,11.0
217509,135.0
217510,83.0
217511,48.0
217514,67.0
217515,78.0
217516,91.0
217519,94.0
217520,51.0
217521,93.0
217522,16.0
217523,8.0
217525,71.0
217526,55.0
217527,283.0
217529,13.0
217530,26.0
217532,10.0
217535,18.0
217536,44.0
217537,19.0
217539,20.0
217540,38.0
217541,26.0
217545,62.0
217546,27.0
217547,38.0
217548,21.0
217549,17.0
217550,34.0
217551,47.0
217552,136.0
217555,13.0
217556,12.0
217557,13.0
217558,13.0
217559,19.0
217560,35.0
217561,37.0
217562,19.0
217566,79.0
217567,44.0
217570,12.0
217571,49.0
217574,180.0
217575,88.0
217576,53.0
217579,88.0
217580,117.0
217581,130.0
217584,26.0
217585,356.0
217586,77.0
217587,110.0
217588,21.0
217589,11.0
217590,89.0
217591,68.0
217592,44.0
217594,18.0
217595,43.0
217596,22.0
217599,82.0
217600,85.0
217601,24.0
217602,20.0
217604,27.0
217605,65.0
217606,42.0
217607,19.0
217608,26.0
217609,18.0
217610,245.0
217611,36.0
217612,41.0
217613,19.0
217614,16.0
217615,47.0
217616,56.0
217617,26.0
217618,10.0
217619,14.0
217620,17.0
217622,7.0
217623,5.0
217624,17.0
217625,39.0
217626,34.0
217629,31.0
217630,33.0
217631,12.0
217632,14.0
217634,135.0
217635,28.0
217636,36.0
217637,13.0
217638,11.0
217640,33.0
217641,54.0
217642,30.0
217644,19.0
217645,22.0
217647,5.0
217648,4.0
217649,9.0
217650,278.0
217651,209.0
217652,74.0
217653,46.0
217655,114.0
217656,147.0
217657,219.0
217661,423.0
217662,104.0
217663,210.0
217664,31.0
217665,21.0
217667,129.0
217668,94.0
217669,53.0
217670,20.0
217671,37.0
217672,88.0
217673,98.0
217674,43.0
217676,11.0
217677,97.0
217678,67.0
217680,65.0
217681,63.0
217682,73.0
217685,15.0
217686,194.0
217687,34.0
217688,59.0
217689,15.0
217690,8.0
217691,59.0
217692,27.0
217695,17.0
217696,32.0
217700,197.0
217701,102.0
217702,69.0
217703,32.0
217705,102.0
217706,141.0
217707,140.0
217709,399.0
217710,88.0
217711,133.0
217712,24.0
217713,12.0
217715,101.0
217716,70.0
217718,20.0
217719,29.0
217720,48.0
217722,34.0
217725,39.0
217729,20.0
217730,31.0
217731,36.0
217732,12.0
217733,15.0
217734,15.0
217735,131.0
217736,24.0
217737,37.0
217738,17.0
217739,11.0
217741,42.0
217742,45.0
217743,27.0
217744,14.0
217745,18.0
217746,22.0
217747,37.0
217748,32.0
217750,9.0
217751,25.0
217752,28.0
217753,9.0
217756,97.0
217757,18.0
217758,25.0
217759,12.0
217761,36.0
217762,25.0
217765,14.0
217768,43.0
217769,31.0
217772,22.0
217773,49.0
217774,54.0
217775,9.0
217778,198.0
217779,43.0
217780,72.0
217781,25.0
217782,27.0
217784,45.0
217785,64.0
217786,27.0
217787,14.0
217788,16.0
217789,20.0
217791,18.0
217792,18.0
217793,24.0
217796,15.0
217797,41.0
217798,23.0
217800,15.0
217801,111.0
217802,19.0
217803,15.0
217804,19.0
217805,37.0
217808,13.0
217813,18.0
217814,14.0
217815,31.0
217816,18.0
217817,8.0
217819,65.0
217820,14.0
217821,18.0
217824,17.0
217825,12.0
217828,6.0
217829,118.0
217830,75.0
217831,36.0
217833,72.0
217834,82.0
217835,90.0
217838,266.0
217839,44.0
217840,68.0
217841,10.0
217843,69.0
217844,34.0
217845,41.0
217846,18.0
217847,28.0
217848,42.0
217849,10.0
217851,73.0
217852,70.0
217853,12.0
217855,35.0
217856,47.0
217857,30.0
217861,177.0
217862,61.0
217863,45.0
217864,37.0
217865,47.0
217866,23.0
217867,13.0
217869,25.0
217870,36.0
217871,29.0
217874,18.0
217875,22.0
217879,156.0
217880,27.0
217881,55.0
217882,17.0
217883,16.0
217884,35.0
217885,44.0
217886,28.0
217888,12.0
217889,13.0
217892,59.0
217893,64.0
217894,29.0
217896,29.0
217897,54.0
217898,45.0
217899,16.0
217900,21.0
217901,23.0
217902,298.0
217903,32.0
217904,59.0
217905,23.0
217906,21.0
217908,55.0
217909,55.0
217910,33.0
217911,15.0
217912,13.0
217913,26.0
217914,48.0
217916,19.0
217917,17.0
217921,19.0
217922,22.0
217926,82.0
217927,15.0
217928,12.0
217931,16.0
217932,11.0
217935,11.0
217936,150.0
217937,103.0
217938,78.0
217940,68.0
217941,77.0
217942,92.0
217946,272.0
217947,48.0
217948,89.0
217949,20.0
217950,18.0
217951,66.0
217952,62.0
217953,89.0
217954,9.0
217955,14.0
217956,41.0
217958,18.0
217963,135.0
217964,95.0
217965,50.0
217968,78.0
217969,100.0
217970,108.0
217971,19.0
217974,289.0
217975,53.0
217976,67.0
217979,70.0
217980,34.0
217981,43.0
217983,22.0
217984,36.0
217985,18.0
217987,80.0
217988,73.0
217989,36.0
217991,22.0
217992,47.0
217993,58.0
217994,15.0
217995,16.0
217996,18.0
217997,180.0
217998,28.0
217999,51.0
218000,23.0
218001,24.0
218002,41.0
218003,60.0
218004,29.0
218005,13.0
218006,22.0
218007,23.0
218008,43.0
218009,10.0
218011,11.0
218012,31.0
218013,26.0
218015,14.0
218016,27.0
218017,36.0
218018,28.0
218020,19.0
218021,117.0
218022,22.0
218023,23.0
218024,25.0
218025,32.0
218026,27.0
218028,16.0
218029,15.0
218030,6.0
218038,31.0
218042,79.0
218043,44.0
218044,26.0
218046,33.0
218047,45.0
218048,60.0
218050,189.0
218051,26.0
218052,54.0
218053,15.0
218055,43.0
218056,29.0
218057,16.0
218060,23.0
218062,8.0
218063,77.0
218064,54.0
218065,11.0
218066,27.0
218067,32.0
218068,9.0
218069,122.0
218070,29.0
218071,39.0
218072,18.0
218073,16.0
218074,36.0
218075,36.0
218076,24.0
218077,11.0
218078,14.0
218079,20.0
218082,9.0
218083,18.0
218084,193.0
218085,151.0
218086,101.0
218089,80.0
218090,123.0
218091,115.0
218094,27.0
218095,382.0
218096,71.0
218097,132.0
218098,28.0
218102,77.0
218103,64.0
218104,29.0
218106,18.0
218107,48.0
218109,22.0
218110,9.0
218112,11.0
218114,12.0
218115,30.0
218117,9.0
218119,142.0
218120,29.0
218121,17.0
218122,21.0
218123,69.0
218124,34.0
218130,87.0
218131,75.0
218132,42.0
218134,61.0
218135,58.0
218136,81.0
218140,213.0
218141,36.0
218142,57.0
218145,41.0
218146,39.0
218148,12.0
218150,35.0
218151,10.0
218153,123.0
218154,75.0
218155,37.0
218156,56.0
218157,73.0
218158,85.0
218160,215.0
218161,35.0
218162,73.0
218163,23.0
218164,20.0
218165,71.0
218166,43.0
218167,17.0
218169,14.0
218170,41.0
218171,36.0
218172,20.0
218175,13.0
218180,75.0
218183,10.0
218184,43.0
218185,25.0
218188,11.0
218190,44.0
218191,25.0
218193,21.0
218194,32.0
218195,67.0
218196,39.0
218197,15.0
218198,14.0
218200,165.0
218201,44.0
218202,86.0
218203,24.0
218204,22.0
218207,43.0
218208,37.0
218209,20.0
218211,21.0
218212,23.0
218216,28.0
218218,9.0
218219,20.0
218220,54.0
218221,36.0
218223,22.0
218224,19.0
218225,157.0
218226,25.0
218227,23.0
218228,10.0
218229,31.0
218230,26.0
218231,15.0
218234,179.0
218235,108.0
218236,29.0
218239,74.0
218240,97.0
218241,121.0
218244,22.0
218245,271.0
218246,44.0
218247,101.0
218248,14.0
218249,5.0
218250,66.0
218251,51.0
218252,16.0
218254,31.0
218255,38.0
218257,7.0
218260,215.0
218261,35.0
218262,7.0
218265,13.0
218266,46.0
218267,28.0
218268,10.0
218269,13.0
218270,10.0
218271,156.0
218272,24.0
218273,30.0
218274,11.0
218275,10.0
218277,52.0
218278,29.0
218279,13.0
218280,14.0
218281,19.0
218283,88.0
218284,77.0
218285,19.0
218286,18.0
218287,35.0
218288,43.0
218289,16.0
218290,16.0
218291,20.0
218292,154.0
218293,23.0
218294,36.0
218295,15.0
218296,13.0
218297,40.0
